pack,pos,number,name,subtitle,rarity,type,aspects,variant,normalNumber,foilLook,hyperspaceLook,confidence,note
1,1,11,Cad Bane,Still Faster than You,Common,Leader,Aggression/Villainy,Normal,11,0,0,reviewed,number unreadable at card edge (blur/rotation); inferred Normal from bordered frame + card identity match to ref 11
1,2,23,Ancient Henge,,Common,Base,Aggression,Normal,23,0,0,reviewed,number unreadable at card edge (blur/rotation); inferred Normal from bordered frame + card identity match to ref 23
1,3,184,Follow Me,,Common,Event,Aggression,Normal,184,0,0,high,"read ""184/264"" clearly"
1,4,76,Remnant Official,,Common,Unit,Vigilance,Normal,76,0,0,high,"read ""76/264"" clearly"
1,5,185,Intimidation,,Common,Event,Aggression,Normal,185,0,0,high,"read ""185/264"" clearly"
1,6,75,Pit Droid Team,,Common,Unit,Vigilance,Normal,75,0,0,high,"read ""75/264"" clearly"
1,7,405,TIE Striker,,Common,Unit,Aggression/Villainy,Hyperspace,141,0,1,high,"bare number ""405"" confirmed via zoom crop, borderless art"
1,8,117,Outland Protector,,Common,Unit,Command,Normal,117,0,0,high,"read ""117/264"" clearly"
1,9,231,Diplomatic Pageantry,,Common,Event,Cunning,Normal,231,0,0,high,"read ""231/264"" clearly"
1,10,264,A New Order,,Common,Event,,Normal,264,0,0,high,"read ""264/264"" confirmed via zoom crop"
1,11,138,Turning the Tide,,Common,Event,Command,Normal,138,0,0,high,"read ""138/264"" clearly"
1,12,680,Knobby White Ice Spider,,Uncommon,Unit,Aggression,Hyperspace Foil,178,1,1,high,"bare number ""680"" read clearly at foil slot pos12"
1,13,35,Tatooine Repulsor Train,,Uncommon,Unit,Command/Aggression,Normal,35,0,0,high,"read ""35/264"" clearly"
1,14,44,Barriss Offee,Redeeming Herself,Uncommon,Unit,Cunning/Vigilance,Normal,44,0,0,high,"read ""44/264"" clearly, unique diamond marker before name"
1,15,236,Far Far Away,,Uncommon,Event,Cunning,Normal,236,0,0,high,"read ""236/264"" clearly"
1,16,144,Vane's Snub Fighter,Brash and Proud,Rare,Unit,Aggression/Villainy,Normal,144,0,0,high,"read ""144/264"" confirmed via zoom crop; camera glare on card, not actual foil"
